name,geometry,lat,lon,category
Stockbridge Primary School,POINT (-3.2076402994056528 55.95944639732838),55.9594464,-3.207640299,school
,POINT (-3.19070511904948 55.87114322924934),55.87114323,-3.190705119,residential
,POINT (-3.1902119125255393 55.87105970866284),55.87105971,-3.190211913,residential
,POINT (-3.1894702526382375 55.869372147439876),55.86937215,-3.189470253,residential
,POINT (-3.1900098634689127 55.869717813594335),55.86971781,-3.190009863,residential
,POINT (-3.190427480206368 55.87035914008308),55.87035914,-3.19042748,residential
,POINT (-3.2088121499999973 55.970357150000005),55.97035715,-3.20881215,residential
,POINT (-3.2151446 55.9667487),55.9667487,-3.2151446,residential
,POINT (-3.2197570185550326 55.96805374528392),55.96805375,-3.219757019,residential
,POINT (-3.177608088713216 55.953007014784085),55.95300701,-3.177608089,residential
Burger King,POINT (-3.2421422316296282 55.95836834786313),55.95836835,-3.242142232,commercial
Rowanfield Special School,POINT (-3.2455346529145963 55.96215765203318),55.96215765,-3.245534653,school
,POINT (-3.3184775122897983 55.91808344111673),55.91808344,-3.318477512,residential
,POINT (-3.3157672605761483 55.91816166863098),55.91816167,-3.315767261,residential
,POINT (-3.3159907106636966 55.918434517833845),55.91843452,-3.315990711,residential
,POINT (-3.3175769500000003 55.91812984999999),55.91812985,-3.31757695,residential
,POINT (-3.3151506095518064 55.91863767595582),55.91863768,-3.31515061,residential
,POINT (-3.3143215266736274 55.91835903900554),55.91835904,-3.314321527,residential
,POINT (-3.3147595400028873 55.91866113976554),55.91866114,-3.31475954,residential
,POINT (-3.3181169029176605 55.91813227812223),55.91813228,-3.318116903,residential
,POINT (-3.3169412951622035 55.91826446149144),55.91826446,-3.316941295,residential
,POINT (-3.3152887845611256 55.91826594898861),55.91826595,-3.315288785,residential
,POINT (-3.1563660810434357 55.97238062962703),55.97238063,-3.156366081,commercial
,POINT (-3.155843077573396 55.97308587895317),55.97308588,-3.155843078,commercial
,POINT (-3.1558635824368277 55.97229874454381),55.97229874,-3.155863582,commercial
,POINT (-3.1569169985625845 55.972531967928816),55.97253197,-3.156916999,commercial
,POINT (-3.1549205405449188 55.97226425308208),55.97226425,-3.154920541,commercial
,POINT (-3.1535748186264 55.971442154422974),55.97144215,-3.153574819,commercial
,POINT (-3.1539104705615753 55.97183235411174),55.97183235,-3.153910471,commercial
,POINT (-3.154349043261488 55.971687550964056),55.97168755,-3.154349043,commercial
,POINT (-3.1560176325274054 55.972652200012014),55.9726522,-3.156017633,commercial
,POINT (-3.152415920898593 55.971429215818425),55.97142922,-3.152415921,commercial
,POINT (-3.1519996132664554 55.97180115094796),55.97180115,-3.151999613,commercial
FirstStage Studios,POINT (-3.157846211565926 55.97567986366358),55.97567986,-3.157846212,commercial
,POINT (-3.157147031456372 55.97348020917813),55.97348021,-3.157147031,commercial
,POINT (-3.158777670749876 55.97331356434206),55.97331356,-3.158777671,commercial
,POINT (-3.1598752543971824 55.97380348424846),55.97380348,-3.159875254,commercial
,POINT (-3.1567727708216813 55.972946021711884),55.97294602,-3.156772771,commercial
,POINT (-3.155678884576809 55.97494689806409),55.9749469,-3.155678885,commercial
,POINT (-3.1645193954264674 55.97662909324891),55.97662909,-3.164519395,commercial
,POINT (-3.1599741616613017 55.97454032881363),55.97454033,-3.159974162,commercial
,POINT (-3.1588194628183666 55.97490687462653),55.97490687,-3.158819463,commercial
St Mary's RC Primary School (Leith),POINT (-3.159862063223514 55.971607186495106),55.97160719,-3.159862063,school
,POINT (-3.1629690447449583 55.96783974040544),55.96783974,-3.162969045,residential
,POINT (-3.153951648906062 55.97268449298071),55.97268449,-3.153951649,commercial
,POINT (-3.1574550674636943 55.97281048264808),55.97281048,-3.157455067,commercial
,POINT (-3.157269885030492 55.97295969532977),55.9729597,-3.157269885,commercial
,POINT (-3.1573320101824875 55.97310345208635),55.97310345,-3.15733201,commercial
,POINT (-3.182084972923741 55.97284629799397),55.9728463,-3.182084973,commercial
,POINT (-3.1695333154581338 55.95957955819305),55.95957956,-3.169533315,commercial
,POINT (-3.1818233507629055 55.97326588902705),55.97326589,-3.181823351,commercial
,POINT (-3.1831737906002617 55.97235635168365),55.97235635,-3.183173791,commercial
,POINT (-3.1824888099849966 55.972363996916116),55.972364,-3.18248881,commercial
Elgin House,POINT (-3.1717432278126583 55.95788101619884),55.95788102,-3.171743228,commercial
Tollcross Primary School,POINT (-3.2064752178361986 55.94339683406675),55.94339683,-3.206475218,school
,POINT (-3.161390870221736 55.972209022821104),55.97220902,-3.16139087,commercial
Prospect Bank School,POINT (-3.156771179232191 55.967680894166286),55.96768089,-3.156771179,school
Abbeyhill Primary School,POINT (-3.169838249806311 55.95613412878952),55.95613413,-3.16983825,school
Cruise Liner Terminal,POINT (-3.1816283911102388 55.9804424470079),55.98044245,-3.181628391,commercial
,POINT (-3.2049092900857317 55.97775185155627),55.97775185,-3.20490929,residential
,POINT (-3.1932269461084006 55.97721925097005),55.97721925,-3.193226946,residential
,POINT (-3.196048235364785 55.97852332231731),55.97852332,-3.196048235,residential
,POINT (-3.1961752 55.9794835),55.9794835,-3.1961752,residential
,POINT (-3.1632801500000007 55.9674884),55.9674884,-3.16328015,residential
,POINT (-3.155537589790355 55.96934709648022),55.9693471,-3.15553759,residential
,POINT (-3.1518563899145513 55.96899875661361),55.96899876,-3.15185639,residential
,POINT (-3.158152021356588 55.96744944899328),55.96744945,-3.158152021,residential
,POINT (-3.155462053303455 55.96905097451494),55.96905097,-3.155462053,residential
Abbeymount Techbase,POINT (-3.172376313207843 55.956839320869925),55.95683932,-3.172376313,commercial
,POINT (-3.15390955 55.968762749999996),55.96876275,-3.15390955,residential
,POINT (-3.1597611008883373 55.965803933434024),55.96580393,-3.159761101,residential
,POINT (-3.1653396500000004 55.96887),55.96887,-3.16533965,residential
am edinburgh,POINT (-3.242306300393747 55.97710581723711),55.97710582,-3.2423063,residential
,POINT (-3.2003728980694093 55.97135285376311),55.97135285,-3.200372898,residential
,POINT (-3.204995224392661 55.96740559067526),55.96740559,-3.204995224,residential
St Mary's RC Primary School,POINT (-3.187549931414832 55.95951464702647),55.95951465,-3.187549931,school
,POINT (-3.1929637499999997 55.971451599999995),55.9714516,-3.19296375,residential
,POINT (-3.1869752520063113 55.97196967603939),55.97196968,-3.186975252,commercial
,POINT (-3.188647591054017 55.97281731400818),55.97281731,-3.188647591,residential
,POINT (-3.1864860834237105 55.97230258968256),55.97230259,-3.186486083,commercial
,POINT (-3.1891256 55.97269099999999),55.972691,-3.1891256,residential
Royal Infirmary of Edinburgh (Little France),POINT (-3.1348556907200806 55.92214178202273),55.92214178,-3.134855691,hospital
Leith Walk Primary School,POINT (-3.179226225500243 55.96019702267894),55.96019702,-3.179226226,school
,POINT (-3.2346882810504907 55.965622970869056),55.96562297,-3.234688281,residential
,POINT (-3.234050899982149 55.964980749400496),55.96498075,-3.2340509,residential
Primark,POINT (-3.19886793615095 55.95210163709078),55.95210164,-3.198867936,commercial
,POINT (-3.3135978331434712 55.91220519625568),55.9122052,-3.313597833,residential
,POINT (-3.094420758094223 55.939661882215745),55.93966188,-3.094420758,residential
"St. George's School, Edinburgh",POINT (-3.232223558005124 55.95056387301484),55.95056387,-3.232223558,school
Exchange Place 3,POINT (-3.207913137695422 55.944381042738456),55.94438104,-3.207913138,commercial
Gorgie Mills Special School,POINT (-3.2394173898810283 55.93540736152278),55.93540736,-3.23941739,school
Balgreen Primary School,POINT (-3.2483129769375347 55.93762367330524),55.93762367,-3.248312977,school
,POINT (-3.2112681073245173 55.94107555509758),55.94107556,-3.211268107,residential
Nautical House,POINT (-3.17662832199734 55.9776931618458),55.97769316,-3.176628322,commercial
,POINT (-3.1797041777934134 55.97822348862692),55.97822349,-3.179704178,residential
,POINT (-3.178862469051514 55.97807814284072),55.97807814,-3.178862469,residential
Britannia Spice,POINT (-3.180040443314455 55.97829382584493),55.97829383,-3.180040443,commercial
,POINT (-3.186133446565093 55.96003116144743),55.96003116,-3.186133447,residential
,POINT (-3.1886398644516074 55.95990319120186),55.95990319,-3.188639864,residential
Enterprise,POINT (-3.13592880200791 55.94667009442987),55.94667009,-3.135928802,commercial
Preston Street Primary School,POINT (-3.176298934880774 55.939876857438826),55.93987686,-3.176298935,school
Norton Park,POINT (-3.166801789553193 55.96133908287195),55.96133908,-3.16680179,commercial
,POINT (-3.213330834591167 55.93947265400612),55.93947265,-3.213330835,residential
Exchange Place 1,POINT (-3.2067936139125455 55.944353270621015),55.94435327,-3.206793614,commercial
Davidson's Mains Primary School,POINT (-3.269054737546291 55.963822752103376),55.96382275,-3.269054738,school
,POINT (-3.1974681800328897 55.9522084560271),55.95220846,-3.19746818,commercial
,POINT (-3.188572483984616 55.95830077949279),55.95830078,-3.188572484,residential
,POINT (-3.1877921783585466 55.9584104925854),55.95841049,-3.187792178,residential
Dalry Primary School,POINT (-3.2230709697603146 55.942144572747246),55.94214457,-3.22307097,school
Roseburn Primary School,POINT (-3.236779123887089 55.943571160126425),55.94357116,-3.236779124,school
Children's Beds Home,POINT (-3.299574297857734 55.929826979712224),55.92982698,-3.299574298,commercial
Ferryhill Primary School,POINT (-3.250866473037282 55.96316576508113),55.96316577,-3.250866473,school
Blackhall Primary School,POINT (-3.2620300792098345 55.95535291267435),55.95535291,-3.262030079,school
,POINT (-3.18820435 55.97664095),55.97664095,-3.18820435,residential
,POINT (-3.1932563972571693 55.98132019461783),55.98132019,-3.193256397,residential
,POINT (-3.188667612035918 55.97467978145637),55.97467978,-3.188667612,residential
,POINT (-3.1932959999999997 55.9742387),55.9742387,-3.193296,residential
,POINT (-3.2471802956718276 55.92338169653737),55.9233817,-3.247180296,commercial
,POINT (-3.2149570509440655 55.9714679617165),55.97146796,-3.214957051,residential
,POINT (-3.214908035220129 55.97130163352437),55.97130163,-3.214908035,residential
,POINT (-3.20442462400761 55.97249707027206),55.97249707,-3.204424624,residential
,POINT (-3.204930399999999 55.972563650000005),55.97256365,-3.2049304,residential
,POINT (-3.203963659992326 55.97256893477698),55.97256893,-3.20396366,residential
,POINT (-3.203124357748173 55.97210648810878),55.97210649,-3.203124358,residential
,POINT (-3.1843579771913375 55.973766000946505),55.973766,-3.184357977,commercial
,POINT (-3.1850486923671926 55.97329044693424),55.97329045,-3.185048692,residential
,POINT (-3.2528084535094637 55.93846631390376),55.93846631,-3.252808454,commercial
,POINT (-3.241741475499484 55.93938784899532),55.93938785,-3.241741475,commercial
Jenners Depository,POINT (-3.25218228721577 55.93865569365333),55.93865569,-3.252182287,commercial
Oaklands School,POINT (-3.2521348017082348 55.96727536455),55.96727536,-3.252134802,school
Craigroyston Primary School,POINT (-3.2544580216707026 55.96826410402757),55.9682641,-3.254458022,school
,POINT (-3.226775956704709 55.906867750709495),55.90686775,-3.226775957,commercial
,POINT (-3.177689199754461 55.87242131548291),55.87242132,-3.1776892,residential
,POINT (-3.1778881780870556 55.87113985250818),55.87113985,-3.177888178,commercial
,POINT (-3.1773953549155665 55.871935668974864),55.87193567,-3.177395355,residential
,POINT (-3.176925629263909 55.87202642555222),55.87202643,-3.176925629,residential
,POINT (-3.177146107751975 55.87214929982552),55.8721493,-3.177146108,residential
,POINT (-3.1771575009614303 55.87168967051371),55.87168967,-3.177157501,residential
,POINT (-3.211498301542263 55.95869831610236),55.95869832,-3.211498302,residential
Exchange Place 2,POINT (-3.206809463466248 55.944755650925),55.94475565,-3.206809463,commercial
Caledonian Exchange,POINT (-3.210102815223265 55.947618344829166),55.94761834,-3.210102815,commercial
Exchange Tower,POINT (-3.2109410249047783 55.947266519477864),55.94726652,-3.210941025,commercial
Braidburn School,POINT (-3.2357721376411797 55.91395515587729),55.91395516,-3.235772138,school
Oxgangs Primary School,POINT (-3.235925870051802 55.912236418778114),55.91223642,-3.23592587,school
Pilrig Park School,POINT (-3.1802751500351985 55.96725871677938),55.96725872,-3.18027515,school
,POINT (-3.182115782327616 55.93083820408882),55.9308382,-3.182115782,residential
,POINT (-3.187414581314567 55.92771215205608),55.92771215,-3.187414581,residential
,POINT (-3.187567527344581 55.958726023215014),55.95872602,-3.187567527,residential
,POINT (-3.187453122584838 55.95809491594851),55.95809492,-3.187453123,residential
,POINT (-3.191462454192629 55.961188970351785),55.96118897,-3.191462454,residential
,POINT (-3.2119051622706594 55.950314807853054),55.95031481,-3.211905162,residential
,POINT (-3.183455797066285 55.9722223141145),55.97222231,-3.183455797,commercial
,POINT (-3.194069681978123 55.96300074214549),55.96300074,-3.194069682,residential
,POINT (-3.190576142307375 55.96463502761751),55.96463503,-3.190576142,residential
,POINT (-3.1934533082666663 55.96203598426666),55.96203598,-3.193453308,residential
,POINT (-3.1799712487582905 55.96155489949197),55.9615549,-3.179971249,commercial
,POINT (-3.187646439365437 55.9657014310949),55.96570143,-3.187646439,commercial
,POINT (-3.219235567648714 55.9247951610268),55.92479516,-3.219235568,residential
Campie Primary School,POINT (-3.0637192123758386 55.941444847253436),55.94144485,-3.063719212,school
,POINT (-3.199966919160103 55.973184751353806),55.97318475,-3.199966919,residential
,POINT (-3.2003593500000003 55.97324330000001),55.9732433,-3.20035935,residential
,POINT (-3.200178042692011 55.97321192379272),55.97321192,-3.200178043,residential
,POINT (-3.1743895999999996 55.978107550000004),55.97810755,-3.1743896,commercial
Venterra Group PLC,POINT (-3.2015265043542076 55.95609375185712),55.95609375,-3.201526504,commercial
,POINT (-3.25611765 55.929075149999996),55.92907515,-3.25611765,residential
,POINT (-3.256261509816005 55.928847482883114),55.92884748,-3.25626151,residential
,POINT (-3.2295299735448073 55.928023515090445),55.92802352,-3.229529974,commercial
,POINT (-3.1838760866328455 55.97533400034356),55.975334,-3.183876087,residential
,POINT (-3.1821369740418444 55.973519759249925),55.97351976,-3.182136974,commercial
